timeStamp,paleo_users,dtmonth,healthy_index,snack_food_index,paleo,gluten,donut,aquafina,soda,atkins_diet,pepsi,aspartame,lays,izze,sobe,cheetos,pretzel,quinoa,kale,dairy,vegetables,gatorade,doritos,lipton
7/13/12 0:00,,7/1/12,14510,27015,1613,4247,9104,834,,39,,138,,86,759,6295,3753,1105,2147,12062,5398,8586,7863,768
7/14/12 0:00,,7/1/12,13210,22187,1551,3504,7113,543,,46,,138,,89,816,5092,4144,812,1845,8583,5498,7953,5838,601
7/15/12 0:00,,7/1/12,12982,20727,1562,3382,6466,741,,70,,161,,75,772,4965,3445,806,1773,8137,5459,7224,5851,599
7/16/12 0:00,,7/1/12,15523,23530,1982,4010,6930,763,,55,,160,,78,657,6310,3394,1353,2229,8725,5949,8906,6896,870
7/17/12 0:00,,7/1/12,17470,25924,2490,4504,7161,780,,60,,122,,92,767,8347,3228,1330,2930,10264,6216,9080,7188,646
7/18/12 0:00,,7/1/12,20625,24591,2421,4645,7917,733,,64,,270,,92,1395,6611,3550,1237,2571,10086,9751,14503,6513,713
7/19/12 0:00,,7/1/12,17243,23843,2136,4211,7889,1075,,66,,152,,76,1385,6276,3402,1046,2424,10682,7426,8961,6276,619
7/20/12 0:00,,7/1/12,14658,23789,1686,4070,7810,814,,59,,120,,93,966,6389,3465,1002,2143,12486,5757,8250,6125,581
7/21/12 0:00,,7/1/12,14307,21217,1570,3280,6908,698,,94,,215,,84,921,5067,4232,717,1732,11006,7008,7167,5010,496
7/22/12 0:00,,7/1/12,12187,21514,1385,2988,6830,605,,85,,103,,98,971,4751,3417,724,1621,11755,5469,6987,6516,542
7/23/12 0:00,,7/1/12,15312,24313,2061,3910,6685,699,,90,,144,,90,982,6346,3110,1097,2057,11922,6187,8469,8172,610
7/24/12 0:00,,7/1/12,16155,24198,2146,4367,7149,924,,74,,190,,88,864,6592,3509,1193,2603,10919,5846,9064,6948,618
7/25/12 0:00,,7/1/12,16647,26040,1997,4635,8301,1028,,100,,350,,108,755,7038,3528,1308,2566,10522,6141,9742,7173,1001
7/26/12 0:00,,7/1/12,14615,23836,1927,4076,7743,1009,,83,,248,,131,699,6398,3346,1102,2076,11884,5434,7838,6349,641
7/27/12 0:00,,7/1/12,15754,23912,2190,4036,7874,1181,,70,,263,,105,730,6180,3767,1070,2390,9580,6068,7485,6091,568
7/28/12 0:00,,7/1/12,10919,20392,1337,3096,6482,820,,80,,134,,76,538,4836,3880,783,1725,6784,3978,7204,5194,495
7/29/12 0:00,,7/1/12,12305,20434,1433,3108,6470,785,,55,,178,,116,689,4814,3492,767,1872,6899,5125,7554,5658,467
7/30/12 0:00,,7/1/12,14424,23795,1706,4028,6883,1967,,103,,190,,67,669,6485,3444,1221,2063,8514,5406,8566,6983,538
7/31/12 0:00,,7/1/12,17739,24250,1871,6347,7512,1042,,66,,185,,114,642,6730,3690,1288,2263,8122,5970,9386,6318,646
8/1/12 0:00,,8/1/12,19491,23789,1987,5610,7325,1212,,65,,167,,70,591,5901,4285,1172,2153,8347,8569,8011,6278,610
8/2/12 0:00,,8/1/12,16703,23584,1830,5118,7630,822,,85,,149,,103,621,6325,3456,1119,2307,9309,6329,13094,6173,532
8/3/12 0:00,,8/1/12,18237,25387,1657,4919,7756,888,,70,,210,,66,636,7490,3417,1038,2447,8633,8176,12520,6724,660
8/4/12 0:00,,8/1/12,13583,21490,1368,3382,6579,583,,70,,171,,117,546,6011,3659,749,1892,7443,6192,10107,5241,508
8/5/12 0:00,,8/1/12,14029,21166,1402,3413,6816,919,,64,,177,,87,590,5031,3477,657,1857,7706,6700,10210,5842,759
8/6/12 0:00,,8/1/12,17614,24803,1919,4485,7690,1019,,69,,199,,69,569,6253,3319,1163,1992,8022,8055,9607,7541,597
8/7/12 0:00,,8/1/12,16747,24382,2264,4950,7434,941,,104,,172,,94,509,6278,3387,1390,2325,8359,5818,9931,7283,586
8/8/12 0:00,,8/1/12,18695,23761,2397,5441,7427,968,,119,,192,,77,458,6506,3368,1206,2649,8855,7002,8180,6460,676
8/9/12 0:00,,8/1/12,25102,24623,2145,5659,7744,845,,66,,237,,89,498,6739,3521,1249,2796,7983,13253,11447,6619,834
8/10/12 0:00,,8/1/12,20205,22950,2101,4399,7648,671,,71,,176,,82,494,6504,3260,1124,2505,7587,10076,12521,5538,720
8/11/12 0:00,,8/1/12,16129,20944,1808,3553,6840,690,,68,,181,,131,542,5062,4193,811,2010,6652,7947,8073,4849,483
8/12/12 0:00,,8/1/12,16888,21202,1751,3344,6736,703,,64,,138,,104,529,4805,3672,826,2049,7207,8918,7864,5989,491
8/13/12 0:00,,8/1/12,16608,21041,2008,4606,6479,503,,62,,164,,125,368,5950,3264,1082,2276,7803,6636,7347,5348,571
8/14/12 0:00,,8/1/12,17280,24242,1884,4693,7460,717,,93,,169,,80,472,7547,3396,1224,2560,8017,6919,8378,5839,731
8/15/12 0:00,,8/1/12,18637,31108,2145,4703,7744,589,,78,,187,,90,567,12557,3596,1472,2266,9710,8051,9294,7211,864
8/16/12 0:00,,8/1/12,18307,29438,2136,4889,7835,714,,72,,132,,110,497,9072,3614,1112,2316,7916,7854,11157,8917,736
8/17/12 0:00,,8/1/12,17603,27652,1852,4781,7660,550,,58,,140,,82,514,9448,4208,1005,2345,8094,7620,8979,6336,706
8/18/12 0:00,,8/1/12,13042,24333,1434,3898,7188,444,,70,,223,,116,544,6453,4165,754,1815,7022,5141,8053,6527,460
8/19/12 0:00,,8/1/12,13687,22430,1618,3751,6706,573,,72,,149,,105,697,6502,3608,876,1995,7082,5447,6336,5614,562
8/20/12 0:00,,8/1/12,16331,26119,1947,4357,8654,625,,81,,127,,88,532,7110,3498,1178,2321,8281,6528,6901,6857,602
8/21/12 0:00,,8/1/12,19883,25479,2212,5142,7217,790,,62,,226,,135,468,7425,3649,1264,2394,7975,8871,8090,7188,883
8/22/12 0:00,,8/1/12,16099,26858,1886,4931,7819,722,,49,,210,,111,445,8740,3532,1242,2282,7705,5758,9153,6767,854
8/23/12 0:00,,8/1/12,17275,29746,2374,5120,8167,930,,51,,160,,96,534,11118,3485,1376,2082,7879,6323,14836,6976,714
8/24/12 0:00,,8/1/12,22136,24895,1894,5006,7953,642,,53,,207,,114,587,6985,3383,1046,2174,7361,12016,10611,6574,736
8/25/12 0:00,,8/1/12,17085,23590,1675,3559,7706,483,,61,,163,,126,489,6523,3632,752,1922,6699,9177,7958,5729,555
8/26/12 0:00,,8/1/12,13393,27351,1472,3361,7320,575,,52,,115,,57,535,7067,3537,740,1657,6647,6163,7872,9427,493
8/27/12 0:00,,8/1/12,16278,25209,2008,4441,7001,731,,89,,109,,158,420,7482,3123,1453,2027,7001,6349,9966,7603,727
8/28/12 0:00,,8/1/12,20055,24744,2041,5478,6787,713,,70,,155,,136,602,6525,3238,1276,2380,7084,8880,8463,8194,577
8/29/12 0:00,,8/1/12,21907,24204,2217,4925,7192,711,,58,,166,,117,703,6014,3278,1178,2327,6917,11260,8596,7720,592
8/30/12 0:00,,8/1/12,18114,25419,1841,4829,7247,750,,58,,147,,93,542,7397,3363,1321,2053,7099,8070,8910,7412,796
8/31/12 0:00,,8/1/12,15641,22747,1792,4164,7450,502,,111,,165,,100,654,6054,3262,945,2543,6569,6197,8165,5981,1273
9/1/12 0:00,,9/1/12,15487,21321,4263,3462,6602,611,,98,,244,,71,719,5328,3786,778,1758,6654,5226,7752,5605,816
9/2/12 0:00,,9/1/12,13229,24134,1657,3435,7113,581,,46,,126,,74,632,5068,3687,675,1622,6301,5840,7873,8266,638
9/3/12 0:00,,9/1/12,15250,24017,1823,4038,6966,561,,71,,127,,69,543,6319,3473,1085,2472,7495,5832,7229,7259,587
9/4/12 0:00,,9/1/12,18637,22911,2200,5488,6857,502,,81,,204,,101,562,6686,3106,1199,2428,7517,7322,8636,6262,723
9/5/12 0:00,,9/1/12,19940,28187,2086,5254,7160,829,,62,,159,,80,468,7493,6835,1172,2642,7747,8786,8290,6699,632
9/6/12 0:00,,9/1/12,17183,25636,2296,4633,7668,806,,54,,159,,105,488,8065,3385,1022,2104,7942,7128,12918,6518,521
9/7/12 0:00,,9/1/12,17203,22798,1897,4358,6879,444,,69,,115,,90,706,6009,3120,950,2145,6230,7853,7270,6790,746
9/8/12 0:00,,9/1/12,14889,21259,1563,3607,7102,461,,43,,130,,72,530,4991,3824,727,1889,6268,7103,7316,5342,498
9/9/12 0:00,,9/1/12,14273,23514,1644,3584,6976,660,,45,,109,,75,493,5443,3804,986,2393,7288,5666,9083,7291,424
9/10/12 0:00,,9/1/12,15695,22294,2015,4585,7289,554,,66,,146,,84,427,5829,2992,1418,2137,7956,5540,7352,6184,587
9/11/12 0:00,,9/1/12,15508,21640,1952,4636,7068,670,,87,,114,,114,355,5736,3328,1287,2261,7474,5372,7732,5508,608
9/12/12 0:00,,9/1/12,16365,23119,1869,5183,7559,696,,118,,220,,80,419,6683,3479,1319,2611,6955,5383,7886,5398,672
9/13/12 0:00,,9/1/12,17292,22652,2059,5359,7631,534,,87,,343,,100,472,5922,3108,1469,2638,7034,5767,7357,5991,578
9/14/12 0:00,,9/1/12,14611,24353,1754,4783,11399,821,,85,,538,,154,416,4877,3028,1078,2256,6035,4740,7039,5049,890
9/15/12 0:00,,9/1/12,11664,21833,1620,3476,7564,651,,75,,169,,140,758,4362,3648,685,1830,5610,4053,6204,6259,576
9/16/12 0:00,,9/1/12,13096,23058,1619,3370,7596,632,,56,,216,,91,473,5317,3620,781,2209,6888,5117,7775,6525,856
9/17/12 0:00,,9/1/12,25974,23852,2147,4334,8539,549,,64,,195,,146,370,6142,3067,1338,2358,7294,15797,6460,6104,730
9/18/12 0:00,,9/1/12,20158,27409,2203,5039,12092,640,,73,,164,,99,445,6283,2992,1292,2612,6939,9012,6816,6042,779
9/19/12 0:00,,9/1/12,18738,30787,2013,4853,14970,694,,78,,148,,73,444,6201,3001,1236,2714,7249,7922,7424,6615,644
9/20/12 0:00,,9/1/12,19029,25370,2649,4700,10970,467,,79,,180,,130,494,5736,3500,1209,2683,6900,7788,7067,5164,732
9/21/12 0:00,,9/1/12,15719,31811,2017,4482,17005,1518,,68,,151,,146,528,5494,3350,1002,2610,8129,5608,7199,5962,638
9/22/12 0:00,,9/1/12,13375,34644,1494,3500,21633,972,,59,,143,,130,446,4562,3900,701,1854,6153,5826,5996,4549,458
9/23/12 0:00,,9/1/12,14296,31065,1585,3335,16339,586,,46,,108,,63,479,5333,3390,714,2015,6555,6647,6714,6003,502
9/24/12 0:00,,9/1/12,17612,42357,1804,4438,27262,635,,82,,104,,69,364,5699,3073,1011,2540,7010,7819,6361,6323,540
9/25/12 0:00,,9/1/12,16768,41207,2076,4673,25839,746,,81,,138,,80,388,5718,3081,1135,2828,7401,6056,8188,6569,572
9/26/12 0:00,,9/1/12,16963,30748,2154,4619,15176,775,,56,,486,,116,539,6086,3098,1111,2709,7228,6370,6702,6388,641
9/27/12 0:00,,9/1/12,16500,31645,2143,5159,15343,499,,71,,233,,86,691,7096,3342,1272,2557,7379,5369,6278,5864,882
9/28/12 0:00,,9/1/12,14929,25624,1714,4900,12255,595,,61,,152,,126,535,5472,3167,979,2295,6150,5041,6200,4730,603
9/29/12 0:00,,9/1/12,12628,23848,1465,3877,9938,461,,61,,147,,132,452,5260,3582,613,2034,5875,4639,5921,5068,423
9/30/12 0:00,,9/1/12,13157,23934,1548,3847,9152,376,,45,,203,,91,452,5084,3527,709,2130,6882,4923,6255,6171,483
10/1/12 0:00,,10/1/12,17827,24009,2095,5104,8578,689,,53,,177,,94,329,6601,3072,1198,2810,7849,6620,5411,5758,558
10/2/12 0:00,,10/1/12,17969,24538,2069,5727,8389,581,,64,,233,,112,464,5788,3135,1284,3009,7420,5880,7061,7226,580
10/3/12 0:00,,10/1/12,18397,23879,2209,5699,8207,631,,71,,218,,77,423,6237,3020,1311,2855,7997,6323,6144,6415,595
10/4/12 0:00,,10/1/12,17674,23165,2020,5204,8428,607,,87,,162,,59,445,5752,3120,1080,2661,7975,6709,6703,5865,1364
10/5/12 0:00,,10/1/12,16326,21071,1826,5554,8283,431,,54,,147,,56,411,4733,3159,1032,2791,7268,5123,6973,4896,656
10/6/12 0:00,,10/1/12,13160,25830,1392,3688,7763,387,,57,,138,,66,466,4016,4149,798,2264,5781,5018,4981,9902,450
10/7/12 0:00,,10/1/12,15567,22219,1596,3748,8355,547,,79,,222,,104,438,4991,3424,797,2105,6968,7321,5771,5449,505
10/8/12 0:00,,10/1/12,16098,23678,1971,4786,8444,575,,51,,330,,83,381,6173,3289,1071,2369,7324,5901,5518,5772,950
10/9/12 0:00,,10/1/12,16719,23614,2140,4833,9105,674,,82,,282,,122,403,5976,3219,1157,2578,7824,6011,5732,5314,663
10/10/12 0:00,,10/1/12,18538,23050,1915,5174,8268,588,,86,,425,,109,337,6003,3221,1338,3019,9019,7092,5593,5558,685
10/11/12 0:00,,10/1/12,21440,23102,1886,9585,8050,599,,138,,211,,71,406,6422,3226,1219,2595,9368,6155,8133,5404,653
10/12/12 0:00,,10/1/12,15761,26530,1596,5161,10286,661,,56,,168,,92,416,6828,3387,861,2388,7705,5755,5929,6029,876
10/13/12 0:00,,10/1/12,13453,21653,1244,5144,8416,463,,64,,241,,111,406,4841,3845,835,1866,6399,4364,5194,4551,427
10/14/12 0:00,,10/1/12,13972,23874,1316,4954,8886,536,,91,,212,,89,475,4806,3619,799,2398,7075,4505,6375,6563,368
10/15/12 0:00,,10/1/12,15866,22064,1834,4681,7796,724,,70,,131,,95,456,5849,2911,1247,2289,7265,5815,5682,5508,531
10/16/12 0:00,,10/1/12,16533,24671,1885,4955,7976,535,,85,,181,,94,443,8716,3169,1255,2779,7746,5659,7942,4810,531
10/17/12 0:00,,10/1/12,17027,25528,2027,5164,8139,508,,95,,159,,77,415,8787,3131,1212,2978,7917,5646,9084,5471,1822
10/18/12 0:00,,10/1/12,17130,23101,1980,5002,7698,637,,99,,162,,100,429,7868,3068,1258,2499,7373,6391,6161,4467,1381
10/19/12 0:00,,10/1/12,16000,23297,1810,4700,8091,541,,72,,201,,107,457,7371,3175,1004,2342,7134,6144,5285,4660,669
10/20/12 0:00,,10/1/12,14467,23089,1500,3700,8303,324,,74,,123,,163,365,5838,4164,866,2123,6414,6278,4648,4784,433
10/21/12 0:00,,10/1/12,14387,23934,1508,3697,9067,448,,62,,122,,117,1752,6072,3649,817,2094,6915,6271,6125,5146,555
10/22/12 0:00,,10/1/12,17026,22518,1880,4643,7820,482,,100,,399,,128,483,6268,3064,1236,2430,6997,6837,5369,5366,537
10/23/12 0:00,,10/1/12,17187,30786,1971,4980,10455,549,,88,,203,,133,445,7000,3763,1351,2572,7550,6313,7700,9568,1086
10/24/12 0:00,,10/1/12,17172,28519,2098,4820,11340,484,,95,,465,,119,356,6358,3527,1259,2840,7585,6155,6272,7294,675
10/25/12 0:00,,10/1/12,21175,25151,2118,5058,9636,516,,75,,789,,120,396,5629,3111,1094,2780,7537,10125,8560,6775,579
10/26/12 0:00,,10/1/12,17805,30981,1940,4565,8035,501,,67,,273,,158,453,5134,3944,907,2612,7278,7781,6135,13868,495
10/27/12 0:00,,10/1/12,14905,20850,1367,3694,7536,394,,88,,171,,123,368,4088,3767,642,2177,5898,7025,6335,5459,406
10/28/12 0:00,,10/1/12,13837,27599,1553,3418,11089,446,,71,,169,,115,318,5114,3687,805,2356,5624,5705,7065,7709,345
10/29/12 0:00,,10/1/12,17140,34478,1821,4469,13456,647,,73,,143,,123,399,6525,3240,1210,3096,6533,6544,6005,11257,483
10/30/12 0:00,,10/1/12,16189,52536,1981,4701,10355,617,,83,,182,,88,343,6201,2979,1126,2543,6539,5838,5212,33001,534
10/31/12 0:00,,10/1/12,15688,26463,1746,5154,7895,435,,81,,823,,91,349,5053,3372,994,2513,5977,5281,5476,10143,523
11/1/12 0:00,,11/1/12,15333,21129,1777,5394,6847,460,,48,,545,,120,396,4610,3352,1055,2199,6521,4908,4780,6320,456
11/2/12 0:00,,11/1/12,15772,23154,1722,4464,7743,408,,67,,330,,124,449,6001,3346,958,2193,6335,6435,5556,6064,519
11/3/12 0:00,,11/1/12,14961,21114,1498,3541,7426,427,,36,,209,,74,445,4385,3851,701,2243,5408,6978,6740,5452,495
11/4/12 0:00,,11/1/12,18731,23479,2023,4615,8256,343,,52,,141,,50,473,5470,3760,809,2427,6052,8857,6120,5993,531
11/5/12 0:00,,11/1/12,19570,23178,2255,4709,7584,605,,74,,216,,66,401,6140,3206,1248,2629,6418,8729,8237,6248,517
11/6/12 0:00,,11/1/12,18852,25805,2098,4775,8767,888,,54,,200,,46,361,6103,3781,1705,2757,6523,7517,5931,7154,586
11/7/12 0:00,,11/1/12,16811,42597,1878,4352,8294,541,,56,,672,,50,521,17750,4958,1226,3191,6463,6164,6821,11595,690
11/8/12 0:00,,11/1/12,16513,25436,2188,5079,8293,544,,179,,309,,64,423,8094,3222,1129,2529,6708,5588,5707,5827,550
11/9/12 0:00,,11/1/12,16411,25124,1928,4623,9715,629,,68,,307,,44,365,6459,3259,1145,2643,6411,6072,7499,5691,655
11/10/12 0:00,,11/1/12,13911,22293,1451,4019,8010,350,,60,,226,,60,547,5172,3843,765,2303,5872,5373,7151,5268,521
11/11/12 0:00,,11/1/12,14490,24155,1589,3820,8754,412,,53,,569,,62,493,5281,3817,741,2159,7520,6181,5877,6303,497
11/12/12 0:00,,11/1/12,16574,26199,1927,4995,8582,531,,77,,501,,67,506,6578,3376,1154,2603,7631,5895,6925,7663,856
11/13/12 0:00,,11/1/12,18385,28060,2029,5218,8920,789,,63,,438,,63,461,8211,3756,1380,2784,6964,6974,6921,7173,791
11/14/12 0:00,,11/1/12,18089,24748,2009,5509,8090,533,,105,,259,,96,470,6917,3760,1246,2848,7402,6477,9224,5981,795
11/15/12 0:00,,11/1/12,19133,24800,1975,5891,9659,598,,85,,257,,116,671,6007,3878,1170,2699,7427,7398,6833,5256,730
11/16/12 0:00,,11/1/12,18234,22846,1885,5181,8610,565,,58,,172,,54,576,5203,3833,1172,2501,7007,7495,6959,5200,477
11/17/12 0:00,,11/1/12,13683,21612,1689,4007,7606,484,,59,,116,,45,588,4676,4094,829,1961,6223,5197,5459,5236,391
11/18/12 0:00,,11/1/12,14499,22356,1667,3763,7574,485,,70,,247,,74,548,5023,3892,900,1822,6494,6347,6047,5867,496
11/19/12 0:00,,11/1/12,17355,23526,1996,5256,9014,494,,59,,209,,45,696,5915,3252,1145,2315,6740,6643,5446,5345,577
11/20/12 0:00,,11/1/12,17246,27503,2155,5697,10862,589,,71,,166,,244,671,7032,3721,1262,2444,6964,5688,7739,5888,564
11/21/12 0:00,,11/1/12,17383,25499,1949,6642,9951,508,,63,,240,,381,539,6306,3419,994,2400,7352,5398,5057,5823,565
11/22/12 0:00,,11/1/12,18195,21044,1966,6844,6883,471,,54,,220,,83,599,4717,3659,903,2266,6398,6216,4712,5785,450
11/23/12 0:00,,11/1/12,12956,18844,1649,3960,6299,304,,55,,123,,83,518,4171,4697,737,1806,5036,4804,3285,3677,422
11/24/12 0:00,,11/1/12,11877,22690,1383,3228,7738,391,,51,,248,,80,484,6085,4395,666,1732,5564,4868,7070,4472,415
11/25/12 0:00,,11/1/12,12993,22677,1419,3711,7395,460,,52,,204,,56,536,5944,3835,739,1822,6171,5302,9328,5503,491
11/26/12 0:00,,11/1/12,18027,24960,1672,4539,8746,625,,48,,276,,140,449,7267,3253,1025,2463,7082,8328,7035,5694,508
11/27/12 0:00,,11/1/12,17888,32031,1800,4904,13818,734,,96,,217,,132,479,7553,4057,1382,2822,7634,6980,6577,6603,597
11/28/12 0:00,,11/1/12,17970,28998,1957,4764,11690,675,,53,,196,,69,554,7322,3625,1197,2849,7105,7203,7632,6361,580
11/29/12 0:00,,11/1/12,17825,25576,2085,6263,9176,606,,48,,229,,85,677,6858,3482,1457,2617,6280,5403,7862,6060,574
11/30/12 0:00,,11/1/12,15446,22333,1912,4713,8435,449,,55,,211,,76,488,5452,3351,1234,2450,6288,5137,6767,5095,649
12/1/12 0:00,,12/1/12,15333,24196,1565,3636,7559,426,,56,,167,,63,450,5788,4924,1038,1959,5641,7135,6272,5925,457
12/2/12 0:00,,12/1/12,13377,23347,1753,3797,7987,340,,60,,179,,42,352,5442,4345,765,1952,5834,5110,6997,5573,384
12/3/12 0:00,,12/1/12,16736,24972,2201,4706,8134,592,,78,,157,,78,401,6966,3335,1024,2604,6319,6201,6567,6537,517
12/4/12 0:00,,12/1/12,20478,26523,1921,6286,10070,1491,,71,,525,,72,462,6745,3307,1108,2721,6412,8442,7510,6401,556
12/5/12 0:00,,12/1/12,19138,23474,2005,5172,8288,629,,60,,507,,76,462,6210,3393,1045,2497,6821,8419,5468,5583,534
12/6/12 0:00,,12/1/12,17194,24296,1964,4704,7807,724,,62,,333,,93,462,6927,3598,1155,2367,7336,7004,6499,5964,502
12/7/12 0:00,,12/1/12,15282,24122,1795,4750,9378,683,,69,,313,,140,686,5772,3599,862,2347,6406,5528,7437,5373,399
12/8/12 0:00,,12/1/12,14165,22109,1486,4071,7474,628,,80,,162,,79,528,5020,4346,683,2476,5686,5449,5844,5269,400
12/9/12 0:00,,12/1/12,13133,23596,1568,3549,7888,576,,56,,224,,67,464,5517,4209,707,2294,5598,5015,8379,5982,426
12/10/12 0:00,,12/1/12,19404,24775,2739,5809,7746,609,,88,,270,,95,437,6889,3432,1013,2624,6604,7219,5914,6708,565
12/11/12 0:00,,12/1/12,18736,24777,2081,5527,8189,682,,149,,301,,76,407,6552,3487,1007,2553,7083,7568,6183,6549,504
12/12/12 0:00,,12/1/12,16459,24193,2107,5344,9464,679,,87,,238,,66,487,5721,3518,1066,2532,6875,5410,5855,5490,506
12/13/12 0:00,,12/1/12,16126,25143,1991,5363,8461,614,,122,,225,,63,525,5680,3559,1026,2664,6237,5082,6258,7443,559
12/14/12 0:00,,12/1/12,13882,21047,1713,4980,7377,553,,71,,174,,67,575,5057,3701,801,1881,5522,4507,6271,4912,397
12/15/12 0:00,,12/1/12,13542,20144,1414,3558,6233,484,,57,,147,,53,467,4562,4360,497,1572,5032,6501,6271,4989,324
12/16/12 0:00,,12/1/12,11905,22252,1629,3722,7481,548,,189,,166,,51,477,4947,4361,543,1682,5308,4329,6186,5463,428
12/17/12 0:00,,12/1/12,16223,22954,1696,4523,6923,550,,84,,178,,96,387,5590,4182,797,2358,5961,6849,5349,6259,468
12/18/12 0:00,,12/1/12,16550,25066,2036,4651,7640,839,,61,,174,,66,480,6330,5120,861,2636,6318,6366,6254,5976,501
12/19/12 0:00,,12/1/12,15108,23272,1895,4820,7535,539,,87,,217,,61,391,5234,4468,886,2179,6194,5328,5678,6035,497
12/20/12 0:00,,12/1/12,13856,24691,1764,4807,8492,532,,112,,206,,67,370,5800,4264,755,2045,6419,4485,5589,6135,654
12/21/12 0:00,,12/1/12,14258,25145,1713,4836,9812,524,,147,,145,,197,404,5258,4390,821,2025,5709,4863,5249,5685,548
12/22/12 0:00,,12/1/12,11932,23574,1520,3685,7582,340,,46,,121,,169,476,4368,4996,527,1632,4953,4568,4257,6628,430
12/23/12 0:00,,12/1/12,11946,23644,1488,3480,6904,535,,73,,127,,84,342,6082,5224,535,1766,5238,4677,4659,5434,370
12/24/12 0:00,,12/1/12,12702,23517,1445,4033,7189,688,,66,,195,,96,427,5605,4739,458,1802,5547,4964,4195,5984,630
12/25/12 0:00,,12/1/12,10396,17737,1332,2958,4968,458,,64,,173,,49,302,4462,2947,312,1510,4246,4284,4685,5360,493
12/26/12 0:00,,12/1/12,11297,19592,1371,2825,5986,445,,60,,131,,33,396,5482,3823,461,1617,6834,5023,3774,4301,359
12/27/12 0:00,,12/1/12,14581,25617,1652,3351,7054,618,,57,,140,,62,605,7445,4627,618,2246,6051,6714,4536,6491,491
12/28/12 0:00,,12/1/12,17022,25611,2948,3848,7889,543,,55,,159,,105,558,6866,4785,660,2309,8312,7257,5413,6071,466
12/29/12 0:00,,12/1/12,14024,24970,1803,3442,8217,519,,83,,140,,110,503,6182,4813,637,2465,7600,5677,5471,5758,425
12/30/12 0:00,,12/1/12,14134,31174,1993,3652,13486,409,,93,,143,,34,464,6234,4892,643,2641,6006,5205,7189,6562,421
12/31/12 0:00,,12/1/12,14146,25535,2084,4207,7787,487,,61,,153,,98,531,6699,4502,821,2299,7624,4735,7009,6547,448
1/1/13 0:00,,1/1/13,13467,24126,2037,3241,7489,393,,62,,184,,49,547,5642,3392,675,2265,5809,5249,11447,7603,372
1/2/13 0:00,,1/1/13,17995,26932,3035,4222,7999,499,,107,,181,,109,407,7784,3887,1496,3249,7196,5993,7672,7262,452
1/3/13 0:00,,1/1/13,22348,34066,3433,5750,11503,549,,225,,175,,163,551,7898,4265,1716,3875,7287,7574,8083,10400,598
1/4/13 0:00,,1/1/13,20200,30684,3070,5180,10275,840,,115,,192,,137,592,7533,4024,1664,3647,8130,6639,7067,8852,595
1/5/13 0:00,,1/1/13,17050,27410,2748,4284,8357,734,,135,,167,,67,614,5991,6947,1180,3108,6685,5730,7136,6115,569
1/6/13 0:00,,1/1/13,17832,28967,2735,4167,11302,627,,90,,197,,127,601,6635,4453,1310,3190,7160,6430,6965,6577,571
1/7/13 0:00,,1/1/13,20322,28038,3389,4839,10075,575,,98,,245,,120,560,7235,3931,1954,3843,6926,6297,6315,6797,613
1/8/13 0:00,,1/1/13,21686,26170,3490,4886,9129,718,,96,,236,,79,480,7078,3797,2138,4216,7277,6956,14542,6166,579
1/9/13 0:00,,1/1/13,21943,25905,3438,5090,8608,714,,72,,588,,120,497,7132,4292,2303,3888,8891,7224,6280,5873,574
1/10/13 0:00,,1/1/13,20514,24352,3190,4999,8102,559,,101,,349,,198,582,6974,3778,2411,3597,6953,6317,5964,5498,975
1/11/13 0:00,,1/1/13,19021,24070,2958,5059,8244,631,,81,,223,,111,517,6086,3857,2116,3336,6854,5552,6072,5883,1144
1/12/13 0:00,,1/1/13,16544,25492,2555,4335,7846,655,,109,,285,,76,445,5878,4318,1169,3130,6092,5355,6615,7450,532
1/13/13 0:00,,1/1/13,18167,27764,2528,4734,11147,376,,72,,353,,88,513,5863,4475,1236,2572,6434,7097,6304,6279,546
1/14/13 0:00,,1/1/13,19855,25275,2959,5138,8895,665,,77,,257,,76,491,6954,3591,1916,3666,7705,6176,5759,5835,624
1/15/13 0:00,,1/1/13,21951,25874,2995,5373,8458,738,,108,,412,,101,473,7350,3843,2485,4152,7403,6946,7061,6223,663
1/16/13 0:00,,1/1/13,23371,26314,2808,5868,8713,666,,115,,411,,88,512,7347,3835,4490,3945,7505,6260,6682,6419,876
1/17/13 0:00,,1/1/13,25391,29869,3050,5556,12138,1025,,123,,286,,114,556,6707,4472,6520,3481,6799,6784,7762,6552,707
1/18/13 0:00,,1/1/13,20432,26679,3018,5020,10475,640,,120,,229,,87,526,6548,3819,4239,3023,6571,5132,7393,5837,622
1/19/13 0:00,,1/1/13,19548,25016,2725,5775,8799,429,,81,,201,,119,439,5142,5188,2751,2895,5924,5402,6498,5887,478
1/20/13 0:00,,1/1/13,20592,24803,2775,4292,8421,467,,82,,407,,73,536,5784,4434,3246,3122,6609,7157,8503,6164,539
1/21/13 0:00,,1/1/13,19440,25055,2957,4719,8269,466,,103,,225,,109,395,6372,3811,2695,3176,7395,5893,7070,6603,582
1/22/13 0:00,,1/1/13,23024,25362,3247,5311,9575,591,,120,,266,,124,439,5912,3778,3561,3682,8473,7223,5406,6097,538
1/23/13 0:00,,1/1/13,23839,26526,3313,6256,8968,569,,93,,251,,111,504,6653,3884,3204,3830,8462,7236,6561,7021,734
1/24/13 0:00,,1/1/13,27016,28195,3041,6089,11207,756,,106,,420,,192,547,6584,3795,2409,8703,7742,6774,7671,6609,594
